id,logos,section,paragraph,tec_category,secondary_category,polarity,confidence,justification,error,page_start,biblical_citations
402,Ι΄,§12,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΛΠΙΔΑ,ΕΝΤΟΛΗ,Θετικό,0.82,"Η τετραπλή επανάληψη «ἀναπαύσω ὑμᾶς» με εσχατολογική προοπτική αιώνιας ανάπαυσης και απουσίας οδύνης δημιουργεί ισχυρή ελπιδοφόρο φόρτιση, ενώ η προστακτική πρόσκληση ακολουθίας (ἀπαρνησάσθω, ἀράτω, ἀκολουθείτω) εισάγει δευτερεύοντα κανονιστικό τόνο.",,159,
403,Ι΄,§13,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΝΤΟΛΗ,ΕΛΠΙΔΑ,Ουδέτερο,0.81,"Σειρά ευαγγελικών προστακτικών-κανονιστικών λόγων περί απαραίτητης προτεραιότητας Χριστού έναντι οικογενείας και κτημάτων, με δευτερεύουσα εσχατολογική ελπίδα της αιώνιας ζωής ως κίνητρο υπακοής.",,159,
404,Ι΄,§14,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΝΤΟΛΗ,ΑΓΑΠΗ,Ουδέτερο,0.81,"Ο Χριστός ερμηνεύει κανονιστικά την έννοια του «μίσους» ως πλήρη αποστασιοποίηση από κοσμικές δεσμεύσεις προκειμένου οι μαθητές να παραμείνουν αχώριστοι από Αυτόν — διδακτικός, εντολοδοτικός τόνος με υπόρρητο κίνητρο ακλόνητης αφοσίωσης-αγάπης.",,159,
405,Ι΄,§15,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΝΤΟΛΗ,ΚΑΤΗΓΟΡΙΑ,Ουδέτερο,0.82,"Η παραβολή του πύργου λειτουργεί ως διδακτικό επιχείρημα που καταλήγει σε σαφή κανονιστική απαίτηση αποταγής, με ήπια κατηγορηματικό τόνο απέναντι στον ημιτελή μαθητή.",,159,
406,Ι΄,§16,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΝΤΟΛΗ,ΕΛΠΙΔΑ,Θετικό,0.78,"Η παράγραφος αναπτύσσει κανονιστικά τη συνθήκη δουλείας-ακολουθίας Χριστού μέσω σειράς εντολών και υποσχέσεων (μιμείσθω, ἀκολουθείτω, μείνητε), με δευτερεύοντα τόνο ελπίδας μέσω της βεβαιότητας συμμετοχής στη Βασιλεία και καρποφορίας.",,160,
407,Ι΄,§17,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΝΤΟΛΗ,ΚΑΤΗΓΟΡΙΑ,Ουδέτερο,0.72,"Διδακτική-κανονιστική έκθεση της αναγκαιότητας μονής εν Χριστώ, με υπόρρητο έλεγχο όσων «μένουν αλλαχού» στη νύκτα των παθών.",,160,
408,Ι΄,§18,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΑΓΑΠΗ,ΕΛΠΙΔΑ,Θετικό,0.88,"Η πρόσκληση «Δεῦτε πρός με» και η επανάληψη «ἀγαπῶ / ἀγαπήσω» διαπνέονται από θερμή θεϊκή στοργή, ενώ η υπόσχεση ἀναπαύσεως και ἐλπίδος εν Κυρίῳ προσθέτει ελπιδοφόρο δευτερεύοντα τόνο.",,160,
409,Ι΄,§19,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΝΤΟΛΗ,ΚΑΤΗΓΟΡΙΑ,Αρνητικό,0.74,"Ο συγγραφέας εξηγεί διδακτικά τη διπλή εικόνα στενής πύλης και ελαφρού ζυγού μέσω του παραδείγματος του αιχμαλώτου, με υποδόρια κατηγορία κατά της ανθρώπινης φύσης που λησμονεί την αρχαία πατρίδα της.",,160,
410,Ι΄,§20,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΚΑΤΗΓΟΡΙΑ,ΜΕΤΑΝΟΙΑ,Αρνητικό,0.91,"Αυστηρός έλεγχος κοινωνικής αναλγησίας — πλεονέκτης, κλέπτης, πόρνος, δολερός δεν μετανοούν παρά τον λιμό, αλλά επιδίδονται σε αλληλοφονίαι και αἰσχρότερα, με ρητορική ερώτηση που καταδικάζει την ηθική τύφλωση.",,160,
411,Ι΄,§21,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΣΧΑΤΟΛΟΓΙΑ,ΚΑΤΗΓΟΡΙΑ,Αρνητικό,0.74,"Σκηνές βίας, φόνου, ληστείας και λιμού με ζωντανές αφηγηματικές μαρτυρίες δημιουργούν ατμόσφαιρα εσχατολογικής αφύπνισης μέσω της εικόνας ανθρώπινης φθοράς και κακίας, με παράλληλο κατηγορητικό υπόστρωμα.",,161,
412,Ι΄,§22,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΣΧΑΤΟΛΟΓΙΑ,ΚΑΤΗΓΟΡΙΑ,Αρνητικό,0.91,"Η παράγραφος κορυφώνεται στην απειλή της εσχατολογικής κρίσης («ὅταν ἔλθῃ κρῖναι τὸν κόσμον») ως συνέπεια της επίμονης αμαρτίας («τοιχωρυγίας, ἁρπαγμούς, αἰσχρουργίας»), με έντονο κατηγορητικό υπόστρωμα κατά αδιόρθωτων αμαρτωλών.",,161,
413,Ι΄,§23,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΑΓΑΠΗ,ΔΟΞΟΛΟΓΙΑ,Θετικό,0.78,"Η εικόνα του αγαθού Θεού που στέλνει βροχές και καρπούς ακόμα και επί της κακίας των ανθρώπων αποπνέει θερμή πατρική φιλανθρωπία, με δευτερεύον στοιχείο εμμέσου δοξολογίας μέσα από τις βιβλικές παραπομπές σε Δαυίδ και Ιωήλ.",,161,
414,Ι΄,§24,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΑΓΑΠΗ,ΜΕΤΑΝΟΙΑ,Θετικό,0.87,"Η συσσώρευση επιθέτων μακρόθυμος, πολυέλεος, ὑπεράγαθος και η εικόνα της ἀνεξάντλητης πηγῆς ἐλέους αναδεικνύουν τη θεϊκή αγάπη ως κεντρικό συναίσθημα, ενώ η αναφορά στη μετάνοια λειτουργεί ως δευτερεύον κίνητρο.",,161,
415,Ι΄,§25,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΝΤΟΛΗ,ΕΣΧΑΤΟΛΟΓΙΑ,Ουδέτερο,0.71,"Διδακτική-ερμηνευτική ανακεφαλαίωση περί στενής ὁδοῦ και χρηστοῦ ζυγοῦ με αλληγορία αιχμαλώτου, κυρίως κανονιστικός-επεξηγηματικός τόνος με ελαφρά εσχατολογική υπόρρηση στο πολυκίνδυνον βίον.",,162,
416,Ι΄,§26,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΚΑΤΗΓΟΡΙΑ,ΕΛΠΙΔΑ,Αρνητικό,0.78,"Ο συγγραφέας ελέγχει με ειρωνεία τη λήθη της ανθρώπινης αιχμαλωσίας και την προσκόλληση στα εγκόσμια (πλουτεῖν, οἰκοδομεῖν, φυτεύειν), ενώ η ρητορική ερώτηση στο τέλος ανοίγει ένα δευτερεύον κίνητρο ελπίδας στη θεία ανάπαυση.",,162,
417,Ι΄,§27,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΛΠΙΔΑ,ΑΓΑΠΗ,Θετικό,0.87,"Η αντιπαράθεση πονηρού ανθρώπου–αγαθού Θεού καταλήγει σε εικόνα υιοθεσίας και κληρονομιάς βασιλείας, δηλαδή σε εσχατολογική ελπίδα με έντονη θετική φόρτιση, ενώ η πατρική διάθεση του Θεού εισάγει και χαρακτήρα αγάπης.",,162,
418,Ι΄,§28,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΛΠΙΔΑ,ΑΓΑΠΗ,Θετικό,0.87,"Το μακαρισμός του φέροντος τον ζυγόν του Χριστοῦ, η υπόσχεση πνευματικής εὐφροσύνης στον παρόντα βίο και αιώνιας βασιλείας στον μέλλοντα, καθώς και η σοφιολογική ρήση «οἱ ἐμὲ ζητοῦντες εὑρήσουσιν χάριν», συνθέτουν ένα κλίμα θερμής εσχατολογικής ελπίδας, εμπλουτισμένης από αμοιβαία αγάπη Θεοῦ και ανθρώπου.",,162,
419,Ι΄,§29,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΝΤΟΛΗ,ΑΓΑΠΗ,Ουδέτερο,0.87,"Ο συγγραφέας εκθέτει με κανονιστικό και διδακτικό τόνο δύο μορφές δόσεως (ελεημοσύνη και δάνειο), παραθέτοντας ευαγγελικές εντολές σε προστακτική έγκλιση, χωρίς έντονη συναισθηματική φόρτιση.",,162,
420,Ι΄,§30,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΝΤΟΛΗ,ΑΓΑΠΗ,Θετικό,0.78,"Κυριαρχεί κανονιστικός τόνος μέσω ρητής εντολής («Εἰ ἀγαπᾷς με αὐτοὺς παρηγόρησον»), ενισχυμένος από θεϊκή υπόσχεση ανταμοιβής που προσδίδει θετική αγαπητική φόρτιση.",,162,
421,Ι΄,§31,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΝΤΟΛΗ,ΑΓΑΠΗ,Ουδέτερο,0.71,"Διαλογικός-διδακτικός τόνος που εξετάζει πρακτική περίπτωση εφαρμογής εντολής περί δόσεως, με υπόρρητη αναφορά στη θεϊκή συγγνώμη και κατανόηση.",,163,
422,Ι΄,§32,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΝΤΟΛΗ,ΕΛΠΙΔΑ,Θετικό,0.81,"Διδακτική ανάπτυξη εντολής ελεημοσύνης με κανονιστικό τόνο, αλλά η υπόσχεση μυριοπλάσιας θεϊκής ανταπόδοσης και το παράδειγμα της χήρας εισάγουν θετικά φορτισμένη ελπίδα αμοιβής.",,163,
423,Ι΄,§33,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΝΤΟΛΗ,ΕΛΠΙΔΑ,Ουδέτερο,0.72,"Ο συγγραφέας παραθέτει διδακτικά τη ρήση «Ἐγώ εἰμι ὁ ἄρτος τῆς ζωῆς» και ακολουθεί με ερμηνευτική απορία, διατηρώντας κανονιστικό-εξηγητικό τόνο με δευτερεύουσα ελπιδοφόρο διάσταση στην εικόνα της ζωής.",,163,
424,Ι΄,§34,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΣΧΑΤΟΛΟΓΙΑ,ΔΟΞΟΛΟΓΙΑ,Θετικό,0.81,"Η επανάληψη «ζωὴν αἰώνιον» και «ἀναστήσω αὐτὸν ἐν τῇ ἐσχάτῃ ἡμέρᾳ» εντάσσει την παράγραφο στην εσχατολογική προοπτική, ενώ η θριαμβευτική αντιδιαστολή ψευδοῦς-ἀληθοῦς βρώσεως και η εικόνα ἐν ἐμοὶ μένει εκπέμπουν δοξολογική θετικότητα.",,163,
425,Ι΄,§35,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΔΟΞΟΛΟΓΙΑ,ΕΛΠΙΔΑ,Θετικό,0.81,Η έμφαση στη μοναδικότητα της θεϊκής παρουσίας και των ζωηφόρων διδαχών — που ακόμα και προφῆται ἐπεθύμησαν ἰδεῖν χωρίς να αξιωθούν — εκφράζει δέος και αγαλλίαση για το χαρισμένο προνόμιο της άμεσης θεϊκής αποκάλυψης.,,163,
426,Ι΄,§36,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΔΟΞΟΛΟΓΙΑ,ΑΓΑΠΗ,Θετικό,0.74,"Η επιθυμία αυτόπτης θέασης της σαρκικής παρουσίας του Χριστού — γλυκυτάτης ὄψεως, παναχράντου στόματος — εκφράζει αγαλλιώδη έκσταση μπροστά στο θεϊκό μεγαλείο, με δευτερεύοντα τόνο θερμής αγάπης και πόθου.",,164,
427,Ι΄,§37,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΝΤΟΛΗ,ΦΟΒΟΣ_ΘΕΟΥ,Ουδέτερο,0.81,"Η παράγραφος εκθέτει κανονιστικά την εντολή της ταπεινοφροσύνης μέσω επαναλαμβανόμενων προστακτικών (λέγετε, μὴ φρονήσητε) και διευκρινίζει το παράδοξο της ἐπίπλαστης ἀχρηστίας ως οδό προς αληθινή δόξα, με δευτερεύοντα τόνο ιερού δέους μπροστά στην κρίση του ταπεινούντος και ὑψοῦντος Θεού.",,164,
428,Ι΄,§38,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΝΤΟΛΗ,ΕΛΠΙΔΑ,Θετικό,0.78,"Η παραβολή του φρονίμου οικοδόμου εκτίθεται με διδακτικό-κανονιστικό τόνο (ἀκούει καὶ ποιεῖ), ενώ η αταλάντευτη θεμελίωση ἐπὶ τὴν πέτραν ανοίγει σε ελπιδοφόρα βεβαιότητα σωτηρίας παρά τους πειρασμούς.",,164,
